STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1971,,4314.6,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1972,,2916.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1973,,3377,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1974,,4445,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1975,,4269.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1976,,4529.6,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1977,,5230.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1978,,5454.5,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1979,,5384.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1980,,4497.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1981,,5481.6,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1982,,4741.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1983,,4985.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1984,,5831.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1985,,5144.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1986,,5366.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1987,,5257.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1988,,4808.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1989,,3967.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1990,,5322.4,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1991,,4245.4,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1992,,4188.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1993,,4130.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1994,,4178.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1995,,4374.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1996,,4606.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1997,,5397.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1998,,5664,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,1999,,4454.4,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2000,,4038,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2001,,4386.5,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2002,,3835.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2003,,3899.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2004,,4237.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2005,,3385.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2006,,3248.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2007,,3429.4,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2008,,3437,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2009,,3391.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2010,,4593.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2011,,4411.5,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2012,,4526.5,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2013,,4826.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2014,,5871.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2015,,5405.4,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2016,,5242.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2017,,4507.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2018,,4709.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2019,,4695.4,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2020,,4717.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2021,,4758,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2022,,6030.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2023,,6067.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,VU,Vanuatu,2024,,5962.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",1991,,91566,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",1992,,89168.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",1993,,86688.4,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",1994,,82677.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",1995,,3444.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",1996,,3446.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",1997,,3443.6,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",1998,,3439.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",1999,,3421.6,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2000,,3428.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2001,,3426.4,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2002,,3424.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2003,,3442.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2004,,3298.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2005,,3163.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2006,,3026.5,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2007,,3044.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2008,,2984,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2009,,2989.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2010,,2969.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2011,,3797.5,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2012,,3730.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2013,,3751.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2014,,4583.6,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2015,,4534.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2016,,4584,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2017,,4590.1,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2018,,5636.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2019,,5632.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2020,,5630.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2021,,5636.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2022,,5820.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2023,,5674.5,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,FM,"Micronesia, Federated State of",2024,,5587.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1961,,8485.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1962,,7567.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1963,,8389.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1964,,7615.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1965,,7783.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1966,,8457.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1967,,8511.8,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1968,,7793.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1969,,8606,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1970,,7543.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1971,,7740.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1972,,8464.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1973,,7664.2,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1974,,8321,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1975,,9000,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1976,,8673.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1977,,8226.3,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1978,,7225.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1979,,7300.5,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1980,,7727.9,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1981,,7380.5,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1982,,6966,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1983,,6712.7,,,,KGHA,Kilograms per hectare,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,CROP_YIELD,Crop Yield,TO,Tonga,1984,,6423.5,,,,KGHA,Kilograms per hectare,,,,,,,,
